Index,Newspaper,Date,Title,Text,Category,Page_number,Political_camp,Raw_article_length,Title_length,Month,Racial_label,Sentiment
501,Oriental Daily News,2019-11-21,聲請個案提司法覆核升46倍,【本報訊】「假難民」禍港多年，問題仍未解決。入境處近年積極加快免遣返聲請的審核工作，令積壓的尚待審核聲請由最高峰逾一萬一千人，大幅減至現時只餘約三百人，然而假難民繼續濫用其他程序拖延留港，目前約一萬三千名假難民中，便有近一半提出司法覆核相關程序。司法機構指已增聘指定的高院暫委法官應付，並計劃增加司法人手和法庭職員處理，但未有計劃設立特別法庭處理相關的司法覆核案。用於處理聲請預算達12.6億有立法會議員關注免遣返聲請人濫用程序拖延留港情況。保安局昨書面回覆指，現仍有約一萬三千名聲請人在港。截至上月底，尚待入境處審核的聲請人約三百人，但仍有三千七百人正等候酷刑聲請上訴委員會處理其上訴、約六千四百人向法院提出司法覆核許可申請或司法覆核申請、約二千六百人因監禁、刑事調查或其他理由仍然在港，或正等候安排遣返。而據司法機構數字，一六年入稟原訟庭的司法覆核許可申請有二百廿八宗，僅六十宗涉及聲請，但去年個案大增至三千零一十四宗，當中涉及聲請的個案亦激增至二千八百五十一宗，上升逾四十六倍，且佔總申請數的九成半之多。當局預計，一九／二○年度用於處理聲請的預算達十二億六千萬元，當中三億五千萬元用於審核聲請及處理上訴、人道援助則高達七億五千萬元。當局預計上訴委員會最快明年底可完成處理上訴個案，料審核聲請、處理上訴及公費法律支援的開支亦將減少，但遣返所需開支則可能上升。至於設立禁閉營，則由於涉及法律、土地、人手及保安等事宜，相當複雜，必須作審慎及全面研究。,港聞,A14,Pro-Beijing,625,13,11,0,0
502,Oriental Daily News,2019-11-22,雪地鴻爪：多重毒瘤  焉能不死,如果有一群外來人士，自稱難民，非法進入你家中大吃大喝，而且搶掠一空，依然說他們很慘，一定要被庇護，大家有甚麼反應呢？「睬佢都傻」，是的，我們的香港特區政府是傻的，傻得過去六年使用五十七億元公帑招呼假難民，今年亦會用超過十二億元在他們身上。他們利用酷刑聲請，首先要過入境處審核的一關，若申請落空便會上訴，上訴失敗便找律師司法覆核，令覆核案激增四十六倍。這樣多重法律程序，讓他們拖延時間，可以取得行街紙滯留香港數年，這些人對香港沒有建設只有破壞，蠶食資源及佔用土地，在市區強建南亞新村，姦淫擄掠，無惡不作，日前又糾黨在尖沙咀區打劫找換店職員，搶去逾千萬元並斬傷事主。這只不過涉及金額較顯著的一宗，其他大大小小案件不能盡錄，反映假難民已成為香港最大的治安毒瘤之一。就算是太平盛世，警方亦未能剷除南亞幫，何況現在示威暴潮下，要對付黑衣暴徒更加分身乏術，日漸減少以往的正規巡邏，令不法之徒有機可乘，各區的罪案率已有上升趨勢，其中又以爆竊案最令人關注，南亞人加入暴徒行列亦時有所聞。現在滯留香港的假難民大約一萬三千人，因為香港政府婦人之仁，害苦社會承受沉重的負擔。各界紛紛提出建議，希望解決問題，例如退出酷刑公約、重設難民營方案，政府置若罔聞，任由毒瘤生長，情況就如縱容示威者演變成暴徒，一發不可收拾。香港八、九十年代曾經有省港旗兵大圈幫作惡，現在南亞幫假難民有過之而無不及。暫時只是用刀斬人，不排除將來會效法黑衣暴徒掟汽油彈，甚至搶警槍作案。納稅人的血汗金錢竟然用來供養一大堆犯罪分子，花得冤枉，政府用得疏爽，一眾廢官高薪厚祿袋袋平安，賺夠便拍拍屁股走人，留下一堆假難民與暴徒，香港焉能不死？評論員 香桐仁,龍門陣,A32,Pro-Beijing,698,15,11,1,0
503,Oriental Daily News,2019-11-23,探射燈：濫用聲請6年燒公帑57.5億 假難民犯案不斷恐成黑幫新血,計及本年度用於「繼續全面檢討處理免遣返聲請的策略」預計開支，自一四年度起計，假難民問題就耗費公帑五十七點五億元，惟部分等候甄別身份的聲請者在港干犯罪案，案件性質更愈趨嚴重。關注團體促盡快檢討難民政策，同時擔心假難民會成為黑幫新血，令本港治安雪上加霜。紅磡五月發生劫案，警方拘捕印度裔持行街紙男子。巨額劫案增  今年已3宗南亞幫犯案不斷，單計今年，至少涉及三宗巨額劫案。本周三，尖沙咀棉登徑兩名本地男子藏有逾一千萬元現金的行李篋被五、六名南亞籍劫匪搶去，事主遭刀棍打傷；九月紅磡一找換店職員押運逾五百萬的美元及港幣往尖沙咀時，在馬頭圍道被五名南亞漢以棍及揮拳圍毆，並搶去載款背囊；五月有男子經找換店兌換四百萬港元現金，途經紅磡德安街時，遭兩名持牛肉刀南亞劫匪搶去載有現金的背囊，其後匪徒被捕，其中一人為印度裔，持「行街紙」留港三年。促檢討政策  犯案即遣返前立法會議員兼「廿三萬監察」發言人王國興解釋，假難民犯案愈來愈有恃無恐，他指因法律制度存有漏洞，他們犯案後可以申請法援打官司，借此拖延留港時間。王國興王最擔心終日無所事事的假難民會與黑幫勢力勾結，成為黑幫打手爪牙及「爛頭蟀」，協助黑幫犯案及「爭地盤」，他建議政府盡速檢討難民政策，對犯案聲請者採取即時遣返。,港聞,A10,Pro-Beijing,530,32,11,1,0
504,Oriental Daily News,2019-11-23,入境處拘7黑工 16人屬假難民,【本報訊】再有假難民在港當黑工被捕。入境處周一起一連四日在全港各區展開代號「曙光行動」及「機靈行動」打擊非法勞工，共拘捕卅七名懷疑非法勞工，其中十六人為假難民。10僱主同被捕行動中，入境處特遣隊人員搜查了三十個目標地點，包括垃圾站、洗衣工場、回收場、餐廳及店舖，共拘捕卅七名懷疑非法勞工，當中十四男兩女持有俗稱「行街紙」的不允許僱傭工作擔保書，全部為免遣返聲請人，當中七名男子來自孟加拉、六名男子來自印度、一名男子來自巴基斯坦，另有兩名女子來自越南。因涉嫌聘用非法勞工被捕的僱主則為五男五女，年齡介乎廿九至五十九歲。,港聞,A18,Pro-Beijing,258,15,11,1,0
505,Oriental Daily News,2019-11-23,探射燈：政府拆南亞村拖延 治安毒瘤蔓延周邊,深水埗南亞村拆之不盡。位於深水埗通州街公園外的「南亞村」，烏煙瘴氣，多年來遺害區內居民，村內露宿者及假難民犯案連連，更涉及多宗嚴重罪案，包括藏有大量武器、毒品及槍械等。拖延多年，政府才跨部門清拆及取締，惟村民早已散落周邊地區，並再搭建木板屋，更大範圍影響衞生及治安。南亞村拖拉數年，政府去年才以跨部門方式開始逐步清拆，事後以鐵絲網圍封。侵附近公園 進佔油旺建新村通州街「南亞村」纏擾多年後，政府去年才以跨部門方式逐步清拆，至今現場已遭鐵絲網圍封，但喪失「家園」的村民迅即落腳隔籬的通州街公園、旺角及油麻地，如在渡船街、麗翔道及碧街等建設「南亞新村」，村民包括南亞裔及泰籍等，他們通常霸佔天橋底位置建屋，由於村民隨處大小便，令附近環境充斥難聞氣味，更有疑用作注射毒品的針筒棄置在花槽，木板屋亦曾發生火警。南亞新村擴散到旺角及油麻地一帶行車天橋下。轟部門推莊 各界促設禁閉營深水埗地區人士指「南亞村」問題複雜，涉及不同政府部門，惟部門間互相「推莊」才令問題愈積愈深，藏污納垢，雖然最後多部門合作取締，惟村民四竄，令問題分布更廣，更多居民受影響。他建議政府要有決心及全盤考慮，包括協助本地露宿者就業及脫離露宿，以及待甄別難民資格者入住禁閉營等。,港聞,A10,Pro-Beijing,519,21,11,1,0
506,Oriental Daily News,2019-11-24,半裸南亞漢 持斧扑爆城巴車門,【本報訊】南亞兵團犯案不絕，清晨扑毀巴士登車門玻璃逃去！昨晨五時許，一輛從機場開往尖沙咀天星碼頭的N21線城巴，沿彌敦道往梳士巴利道方向行駛，途至近麼地道交界時，車長按照交通燈號將車停下。適時，一名上身赤裸、身穿長褲的南亞裔大漢，突然從行人路步出馬路，繼而取出一把疑為斧頭的工具，扑爆城巴登車門的一塊玻璃，逞兇後隨即拔足逃去。期間，一名姓關（六十四歲）男子駕駛的士途經見狀，立即上前了解，並與城巴車長一同致電報警求助。南亞兵團/假難民近年犯案事件簿警兜截無果  列刑毀緝兇警員趕至於附近兜截，惟無發現疑人蹤影，把案件列刑事毀壞，正根據報案人提供的資料，以及現場附近的閉路電視片段，追緝一名年約卅至卅五歲、身高約一點七五米、蓄短黑髮的南亞漢歸案。城巴發言人表示，事件中無人受傷，車上乘客亦自行離去。,港聞,A14,Pro-Beijing,348,14,11,1,0
507,Oriental Daily News,2019-11-25,南亞色狼非禮女子被捕,【本報訊】南亞色狼膽大包天，光天化日非禮女子斷正。現場沙田博泉街，昨晨約八時，一名卅歲女子在上址突遭一名南亞裔男子非禮，她被嚇至花容失色，慌忙呼救及報警求助。警方接報趕至，經初步調查後，以涉嫌非禮拘捕該名持香港身份證的五十四歲印度籍男子，案件交由沙田警區刑事調查隊跟進。疑犯報稱不適，由救護車先送往威爾斯親王醫院治理。南亞兵團/假難民近年犯案事件簿警方資料顯示，去年因刑事罪行被捕的非華裔人士共有四千零二十一人，當中一千一百五十人持「行街紙」。今年頭六個月則有一千六百二十四名非華裔人士被捕，當中三百九十六人持「行街紙」。至於去年因非禮被捕的非華裔人士共有八十七人，當中二十人持「行街紙」，今年頭六個月則有卅七人被捕，四人持「行街紙」。去年亦有十二名非華裔人士因強姦被捕，當中兩人持「行街紙」，今年頭六個月則有一名非華裔人士被捕。,港聞,A12,Pro-Beijing,365,10,11,1,0
508,Oriental Daily News,2019-11-27,南亞賊爆唱片舖 捨黑膠碟擸雜物,【本報訊】南亞懵賊爆竊唱片店，捨貴價黑膠碟擸五千元財物。現場醫局街一六三號地下一間唱片舖，昨午一時許，姓李（四十九歲）男負責人返回準備營業時，赫見後門被人撬開，店內似曾被搜掠，懷疑被竊賊「光顧」，遂報警處理。職員在店舖確認損失。（曾紹良攝）警方接報到場，負責人點算損失，發現總值約五千元的數幅油畫、一個花瓶及部分雜誌被盜，店內現金及黑膠唱片則完好無缺，懷疑賊人無法打開收銀機，遂擸走上述以為值錢物品，卻對珍貴黑膠碟視而不見。另食肆被撬  失數百元「銀頭」案件交由深水埗警區刑事調查隊跟進，經追查後，迅速破案，探員在同日下午以涉嫌爆竊，拘捕一名巴基斯坦裔男子，帶署扣查。南亞兵團/假難民近年犯案事件簿另於昨晨九時許，石硤尾白田購物中心一間食肆，職員返回開舖時，發現門口趟門疑被撬毀，店內被搜掠凌亂，遂報警求助。經負責人初步點算，證實被盜走數百元「銀頭」，案件列作爆竊，同樣由深水埗警區刑事調查隊跟進，正根據現場附近「天眼」攝入的片段，緝捕賊人歸案。,港聞,A18,Pro-Beijing,423,15,11,1,0
509,Oriental Daily News,2019-12-01,南亞四惡煞圍毆 青年滿面血求救,【本報訊】南亞兵團無法無天，聯群結黨打人！一名姓李（廿四歲）男子於昨清晨行經九龍城沙浦道八十三號對開時，疑因目光問題與四名南亞裔男子發生爭執，繼而遭對方揮拳圍毆猛打，李男頭、面及手均受傷披血，惡煞們逞兇後逃逸。南亞兵團/假難民近年犯案事件簿事主負傷逃走  親人報警李男驚魂甫定，負傷回到距離約七百米的獅子石道卅七號一單位，並將事件告知其姓李（六十四歲）姑姐，姑姐見狀大驚，於凌晨五時許報警求助。警員接報到場，經初步調查之後，將案件列作傷人，交由九龍城警區刑事調查隊跟進，現正根據事主所提供的特徵，追緝四名涉案疑人歸案。至於受傷的李男，則是被送往伊利沙伯醫院治理。,港聞,A14,Pro-Beijing,281,15,12,1,0
510,Oriental Daily News,2019-12-02,2南亞賊襲同鄉擸財物,【本報訊】南亞兵團劫同鄉。三名南亞裔男子（卅一至四十七歲），前晚七時許，行經油麻地上海街與文明里交界，突然有兩名同樣是南亞裔的男子持木棍從暗處撲出襲擊，三事主招架不住，分別面、頸及頭部受傷。南亞兵團/假難民近年犯案事件簿搶去3人手機及現金兇徒趁機掠去他們身上共三部約值三千七百元的手機及一千四百元現金，得手後逃去。警方接報到場，在附近兜截，惜無發現。警方經初步調查後，將案列作行劫，追緝兩名年約卅至四十歲兇徒歸案，案發時兩名兇徒分別穿黑色及白色上衣、黑色褲，其中一人禿頭及手有紋身，案件交油尖警區刑事調查隊跟進。,港聞,A14,Pro-Beijing,256,10,12,1,0
511,Hong Kong Commercial Daily,2019-12-04,入境處安排包機 遣返越南人蛇,【香港商報訊】入境處昨日租用專機，將30名越南籍非法入境者遣返越南河內（圖）。該批人士包括19 名男子及11 名女子，年齡介乎18 至60 歲，涉及25 名曾在香港提出免遣返聲請但不獲確立的人士，其中6 人為刑滿出獄人士。入境處亦有派員乘搭同一專機執行押解任務，以確保遣返行動能安全和順利進行。,香港新聞,A18,Pro-Beijing,147,14,12,1,1
512,Oriental Daily News,2019-12-04,入境處包機遣返越籍非法入境者,【本報訊】入境處昨日再次以包機方式將三十名自願接受遣返的越南籍非法入境者，遣送回越南河內，當中廿五人是曾在香港提出免遣返聲請但不獲確立的「假難民」。入境處以包機遣返三十名越南籍非法入境者。包括25名假難民這批假難民之中，據知更有六人因在港干犯包括行使偽造證件及打黑工等罪行，而被判監十五至十六個月，今次是在刑滿出獄後被遣返。為確保遣返行動順利進行，入境處共派出六十二名人員乘搭同一班專機執行是次押解任務。人員完成任務後已於同日返港。三十名被遣返的越籍非法入境者，包括十九男十一女，年齡介乎十八至六十歲，當中廿五人曾在港提出聲請但不獲確立。據了解，這廿五名假難民包括十六男九女，平均在港逗留達三十三個月之久，年齡介乎二十至三十九歲者佔逾七成半。入境處表示，由於部分被遣返人士曾干犯刑事罪行，為確保遣返行動安全順利，入境處亦有派員乘搭同一專機執行押解任務。據知搭乘專機進行押解的入境處人員有共六十二人，完成任務後已回港。入境處表示會繼續視乎實際情況及需要，考慮採用專機或其他合適措施，將非法入境者盡快遣離香港。,港聞,A16,Pro-Beijing,453,14,12,1,0
513,Sing Tao Daily,2019-12-04,入境處包機遣返越南人蛇,入境處昨公布租用專機將三十名越南籍非法入境者遣返越南河內（見圖），該批人士包括十九名男子及十一名女子，年齡介乎十八至六十歲。由於三十名越南籍非法入境者中，二十五名曾在香港提出免遣返聲請但不獲確立，亦有六人為刑滿出獄人士，入境處亦有派員乘搭同一專機執行押解任務，以確保遣返行動能安全和順利進行，而入境處人員在於任務完成後同日返回香港。入境處指出，會繼續就實際情況及需要，考慮採用專機或其他合適措施，將非法入境者盡快遣離香港。,政治,A10,Pro-Beijing,211,11,12,1,1
514,Ta Kung Pao,2019-12-04,入境處包機遣返越南人,【大公報訊】30名越南籍非法入境者包括免遣返聲請不獲確立的人，昨日在入境處人員押解下，乘坐入境處租用的專機，遣返越南河內。被遣返者包括19名男子及11名女子，年齡介乎18至60歲，當中25人曾在香港提出免遣返聲請但不獲確立，六人為刑滿出獄者。入境處派員乘搭同一專機執行押解任務，以確保遣返行動安全和順利進行，任務完成後同日返港。入境處表示，會繼續視乎情況和需要，考慮採用專機或其他合適措施，將非法入境者盡快遣離香港。「假難民」問題在過去三年顯著改善，政府早前表示，截至今年十月底，尚待入境處審核免遣返聲請的只有大約300人，正等候酷刑聲請上訴委員會處理上訴有大約3700人。去年，非華裔非法入境者及新接獲的免遣返聲請數目比高峰期大幅減少約80%。入境處已基本完成審核一度超過1000宗的積壓聲請。####▲入境處派員乘搭同一專機執行押解任務,港聞,A08,Pro-Beijing,370,10,12,1,0
515,Oriental Daily News,2019-12-05,入境處拘2黑工 包括假難民,【本報訊】入境處本月一日至三日在全港各區展開代號「突破行動」的反非法勞工行動，共拘捕三十二名懷疑非法勞工及十五名涉嫌聘用非法勞工的人士。據了解，其中一名為來自巴勒斯坦男子的假難民，入境處發言人表示，任何人違反對他有效的逗留條件，即屬犯罪。入境處在一連幾日的行動中拘捕了三十二名黑工。15僱主同被捕入境處調查人員搜查了三十三個目標地點，包括回收場、美容店、垃圾站、按摩店、裝修單位、餐廳及街市，被捕的懷疑非法勞工有十三男十九女，年齡介乎二十二至六十一歲。當中一名男子持有不允許僱傭工作的擔保書（俗稱「行街紙」）。另外，四男八女涉嫌管有及行使懷疑偽造身份證。至於涉嫌聘用非法勞工被捕的僱主則有九男六女，年齡介乎三十二至六十七歲。入境處指，所有旅客在未獲入境處處長批准前，無論受薪與否，均不得從事任何僱傭工作。違例者會遭檢控，一經定罪，最高刑罰為罰款五萬元及監禁兩年。協助及教唆者同罪。根據《入境條例》非法入境者或受遣送離境令或遞解離境令規限的人不得接受有薪或無薪的僱傭工作，開辦或參與任何業務。違者一經定罪，最高可被判罰款五萬元及監禁三年。,港聞,A12,Pro-Beijing,468,13,12,0,0
516,Apple Daily,2019-12-06,做和事佬惹禍越南漢遭同鄉斬死,【本報訊】九龍城馬頭涌道昨傍晚發生謀殺案，一對越南籍男女在街頭發生爭執，男方打傷女方後，同行一名越南漢擬勸解，詎料男方竟不領情，反取出利刀追斬「和事佬」，事主胸部中刀，當場重傷倒地，兇徒見傷人後逃去，事主送院搶救後不治。警方正調查兇案起因及追緝兇徒歸案。40歲死者越南籍，消息稱，事主與在逃越南漢均是以酷刑聲請持行街紙留港，並與案中23歲越南女子彼此認識。案發現場為馬頭涌道51號近馬頭角道街頭，現場消息稱，昨傍晚5時許，一對越南男女疑為感情或金錢問題吵鬧，當時事主也在現場，其間兩男女越吵越激烈，有人突然情緒激動揮拳打傷女方，在旁事主見狀，立即上前勸阻，沒料到有人見事主介入，情緒更加激動，雙方一番口角後，有人取刀向事主襲擊，事主猝不及防胸口中刀重傷倒地，兇徒見傷人逃去。警員及救護員接報到場，將事主送往廣華醫院搶救，惜已返魂乏術，案件原列作傷人，警方其後改列作謀殺，由九龍城警區重案組跟進。■記者溫文學,港聞,A09,Pro-democracy,403,14,12,1,1
517,Oriental Daily News,2019-12-06,南亞兵刀插胸殺同鄉 另假難民作惡不絕 一日三宗,南亞兵團及假難民作惡無間斷，潛店舖爆竊，糾眾傷人兼謀殺同鄉！兩名南亞聲請漢昨凌晨撬開深水埗一間茶餐廳的電閘鎖蓋，打開捲閘進入爆竊被巡警發現，待他們搜掠後一網成擒。同區及油麻地區同日凌晨發生兩宗傷人案，先有十名持刀棍蒙面南亞漢及本地漢，闖入長沙灣道一間酒吧襲擊兩名男子，一名男職員亦遭波及受傷，繼而有兩名南亞漢在上海街毆傷一名巴基斯坦裔青年。另外，昨晚有越南漢刀殺同鄉後逃去。馬頭涌道現場地上留下血漬。（余宏基攝）南亞兵團內訌，越漢刀殺同鄉逃去！兩名越南籍男女，昨午五時許，在馬頭涌道一百零九號馬頭涌消防局附近因故爭執，該名持行街紙的廿三歲越南女，遭對方出手打傷。期間，另一名同樣持行街紙的五十五歲越南漢，疑充當「和事老」勸阻。詎料，竟招殺身之禍，他遭該名傷人越南男子用刀襲擊，其胸口近心臟位置中刀，即時浴血倒地昏迷，兇徒慌忙逃去無蹤。救護員接報到現場替傷者急救，惟他已經毫無反應，奄奄一息，送院經搶救後，於晚上六時許宣告傷重不治。警方到現場調查，將案件列作謀殺，交由九龍城警區重案組跟進，追緝殺人兇徒歸案。撬電閘潛茶餐廳掠財物爆竊案發生在昨日凌晨四時許，有警員巡經深水埗福華街五十一號地下一間燒味茶餐廳時，發現店舖捲閘半掩，門口的電閘鎖蓋被撬開，內有異聲傳出，相信有電閘黨潛入店內爆竊，遂不動聲色，在門外守候。未幾，兩名南亞漢手持多個膠袋，從半掩的捲閘走出，警員隨即將他們截停制服，在他們所持的膠袋內檢獲一批文件等物品。警方經過初步調查後，以涉嫌爆竊把他們拘捕，帶署扣留調查，被捕兩漢分別為印度籍及巴基斯坦籍，俱以免遣返聲請獲發「行街紙」留港。據悉，姓張（三十八歲）男負責人，在事發時亦透過網絡攝影機揭發店舖被賊人潛入搜掠報警，並到場了解。他表示，店舖上個月亦曾遭到賊人潛入爆竊，被抬走一部內裏只有十數元銀頭的收銀機，形容今次再遭爆竊是禍不單行。10人持刀棍錘襲3男另外，深水埗長沙灣道一間酒吧發生傷人案，昨凌晨零時許，一名姓黃（二十四歲）男子，偕同十名男女友人，結伴前往該酒吧消遣，期間眾人坐在吧內最深入的角落，高談闊論飲酒作樂。約兩個多小時後，約十名分持利刀、木棍及鐵錘的戴頭巾蒙面南亞及本地漢，突然闖入，向黃及其中一名姓林（二十一歲）男子施襲，兩人猝不及防且手無寸鐵，慘遭亂刀狂斬及被棍扑傷。酒吧一名姓方（十八歲）男職員亦遭到波及，腳部中刀受傷，兇徒逞兇後逃去。警方接報趕至，並派員到附近一帶兜截，惜無任何發現。黃頭及背受傷，被送往瑪嘉烈醫院治理；林則腳部受傷，與方一併被送往明愛醫院治理。警方經初步調查後，將案件列作傷人，交由深水埗警區刑事調查隊跟進，正根據事主提供的資料及現場的閉路電視片段，追緝涉案兇徒。兩南亞漢圍毆巴籍青年此外，昨凌晨一時許，一名持香港身份證的巴基斯坦裔青年（十九歲），行經油麻地上海街近窩打老道時，疑因身體碰撞問題，與兩名廿餘歲南亞裔男子爭執，遭對方揮拳襲擊，事主寡不敵眾，頭、嘴及腳部受傷，兩名惡煞得逞後逃去。事主自行報警求助，救護員到場替他敷治後，將他送往廣華醫院治理。警方將案列作傷人，交予油尖警區刑事調查隊跟進。,港聞,A22,Pro-Beijing,1276,23,12,1,0
518,Sing Pao,2019-12-06,越漢阻爭執被刀插死尋兇徒,在馬頭圍近馬頭涌消防局附近，昨午約5時半，一對越南裔男女在街頭發生爭執，男方情緒激動，出手打傷23歲女子，再亮刀擬襲擊女方，另一名越南漢見狀即上前勸阻，但被該名男子把刀朝胸猛插受重創，兇徒得逞後逃去。途人報案，傷者送往廣華醫院搶救，但延至傍晚6時許證實傷重不治，案件改列作謀殺，由九龍城警區重案組跟進。據了解，死者年約40歲，他與在逃男子及受傷女子均持俗稱「行街紙」留港。,突發新聞,A04,Pro-Beijing,186,12,12,1,1
519,Sing Tao Daily,2019-12-06,同鄉情侶爭執越青當「和事老」被殺,土瓜灣昨晚發生謀殺案，一對越南情侶在街頭疑為感情問題爭執，男方激動出手打傷女友，另一名持「行街紙」中年同鄉，充當「和事老」出面勸阻惹殺機，被人用刀狂刺胸口重創，兇徒傷人後逃去無蹤，事主送院後傷重死亡，警方已列作謀殺緝兇。胸口中多刀遇害四十歲越南籍男子，早年偷渡來港持「行街紙」留港，其胸口中多刀，警方將剖屍以確定其致死原因；至於被男友毆傷二十三歲越南女子，亦持「行街紙」留港，因與疑兇男友發生感情問題，早前相約死者陪伴，詎料卻釀成命案。昨午五時許，該對越南情侶在馬頭涌道五十一號外爭執，男方情緒激動出手毆傷女友，死者見狀擬作「和事老」上前勸阻，卻被人遷怒取出利刀施襲，猝不及防胸口中多刀，重創倒地昏迷，兇徒傷人後逃去無蹤，有目擊者見狀報警。救護員將傷者送往廣華醫院，惜延至傍晚六時許證實不治，警方將該襲擊案改列作謀殺案，九龍城警區重案組探員事後到場，將疑兇女友帶返警署追查血案原因，同時檢取附近一帶閉路電視，追緝涉案越漢歸案。記者尹敬堂徐裕民####■探員在醫院檢走死者衣物及鞋調查。尹敬堂攝,港聞,A13,Pro-Beijing,446,16,12,1,1
520,Hong Kong Commercial Daily,2019-12-07,制止同鄉襲擊女子 越南漢遭刺斃,【香港商報訊】記者馮仁樂報道：土瓜灣發生謀殺及傷人案，一對越南籍男女前日下午在馬頭涌道街頭爭執期間，男子揮拳毆打女事主後，盛怒下竟拔出利刀施襲，期間另一名同是越籍男子途經上前制止，被對方刺傷胸部，送院搶救後死亡。警方接報到場兇徒已逃去，相信他與死者均持「行街紙」留港，正通緝其歸案。兇徒逃逸與死者俱持行街紙男死者39 歲，為持臨時身份證明書俗稱「行街紙」越南籍人士，警方稍後將安排為死者進行驗屍，以確定其死因。女事主23 歲，頭部及腹部受傷，清醒被送往廣華醫院，經診治後已無大礙。前日下午5 時許，該對越南籍男女在馬頭涌道109號馬頭涌消防局附近因故爆發激烈爭執，男子突然情緒激動，向女事主施襲拳腳交加，女事主被毆傷欲逃走，未料有人突然狂性大發，從懷中拔出一把利刀揮舞；此時另一名同鄉行經，見狀奮不顧身上前制止，混亂間被對方用利刀刺穿胸部，當場浴血倒地昏迷，兇徒行兇後馬上拔足逃去。救護員接報到場，將傷者送往廣華醫院救治，延至6 時21 分證實死亡。女傷者在現場包紮後一同送院。死者2 名親友接獲警方通知趕到醫院，驚聞噩耗悲慟痛哭。昨晨10 時許，死者3 男2 女友人到葵涌殮房辦理認屍手續，逗留約2 小時後離開。至下午2 時，死者5 名親友帶來道士，到兇案現場拜祭，他們放上果品等祭品致祭，各人逗留約半小時後離去。####死者親友昨午到案發現場拜祭。,香港新聞,A09,Pro-Beijing,576,15,12,1,1
521,Ming Pao Daily News,2019-12-07,護遇襲同鄉 越漢遭刺死,【明報專訊】土瓜灣前日發生謀殺及傷人案，一名持「行街紙」的越南漢在街頭見有人持刀襲擊一名同鄉女子，立即上前制止，詎料反被持刀漢刺中受傷，越南漢經送院搶救後證實死亡，越南女子亦同告受傷，持刀漢則仍在逃，案件交由九龍城警區重案組調查。約10名親友昨早到葵涌公眾殮房辦理認屍手續，神情哀傷。親友及道士下午則帶備水果等祭品，到事發現場拜祭，眾人逗留約半小時後離去。現場為土瓜灣馬頭涌道近馬頭角道，事發前日下午約5時半，39歲持「行街紙」越南漢倒臥於上址街頭，胸及手部受傷流血，途人見狀報案，他重傷昏迷由救護車送往廣華醫院救治，其後證實死亡，死因待驗屍確定。非華裔利刀施襲 越女傷頭腹警方初步調查顯示，該越南漢途經上址時，發現一名非華裔男子以利刀襲擊一名越南女子，遂上前阻止，越南漢其後被該男子以刀襲擊。該名23歲越南女子頭及腹部受傷，清醒送往廣華醫院治理，行兇男子事後逃去，現場地面則遺下血迹，警方事後封鎖現場調查。案件列謀殺及傷人，交由九龍城警區重案組調查，暫時無人被捕，死者及23歲女子均持俗稱「行街紙」的臨時身分證明書。####數名親友及道士昨日下午帶備水果等祭品到事發現場拜祭，眾人逗留約半小時後離去。,港聞,A08,Neutral,501,11,12,1,1
522,Oriental Daily News,2019-12-07,同鄉刺死越南聲請漢 親友路祭,【本報訊】充當「和事老」越南聲請漢，前日在九龍城遭同鄉用刀謀殺，警方繼續追查案件，暫未有人被捕。昨晨九時許，死者五名親友，抵達葵涌殮房認屍，約三小時後黯然離去。至下午二時許，七親友帶同道士，馬頭涌道案發現場路祭，道士將死者一件衣服掛起，放上生果等祭品進行招魂儀式。死者親友與道士在現場路祭。（曾紹良攝）充「和事老」遭殃案發前日下午五時許，一對越南籍男女，於馬頭涌道一百零九號馬頭涌消防局附近因故爭執，廿三歲持行街紙越南女遭對方用刀刺傷頭及腹部。期間，另一名持行街紙的卅九歲越南漢，疑充當「和事老」勸阻。詎料，他遭該名男子用刀襲擊，送院搶救後不治，警方將案件列謀殺及傷人，九龍城警區重案組跟進。,港聞,A18,Pro-Beijing,296,14,12,1,1
523,Ta Kung Pao,2019-12-07,越漢做和事老勸架 遭同鄉當街刺胸亡,【大公報訊】突發組報道：九龍城發生謀殺案！前日下午5時許，一對越南籍男女在馬頭涌道109號馬頭涌消防局附近因故爭執，其中23歲越南女遭男方出手打傷頭部及腹部。其間，持「行街紙」的男事主見狀，充當「和事老」勸阻。詎料，竟招殺身之禍，他遭對方男子用刀襲擊，閃避不及，其胸口近心臟位置中刀，即時浴血倒地昏迷，兇徒傷人後逃去無蹤，其女友人亦告受傷送院。事主送院搶救不治，九龍城警區重案組正調查案件。越南籍男死者（39歲），受傷越南女子（23歲），兩人均持「行街紙」留港。昨晨九時許，死者的五名朋友抵達葵涌殮房認屍，約三小時後離開，其間各人神情哀傷。據悉，死者家人在越南，友人下午到兇案現場拜祭。####死者親友在兇案現場拜祭,要聞,A06,Pro-Beijing,308,17,12,1,1
