,Newspaper,Date,Title,Text,Category,Page_number,Raw_article_length,Title_length,Month,Protest,Political_camp
816,Oriental Daily News,2019-09-16,探射燈：人蛇濫用機制 處理聲請年燒12億公帑,不少南亞人由犯罪集團安排來港犯案，繼今年六月八名巴基斯坦「人蛇」偷渡來港被擒後，七月再有七名巴基斯坦「人蛇」，由深圳乘快艇摸黑偷渡來港，於清晨在西貢西灣村「搶灘」被捕。不排除有人若成功偷渡來港會混入市區，倘被警方截獲便「舉手」申請免遣返聲請留港。警員查問涉嫌性騷擾的男子。衣食住行加重財政負擔根據入境處資料，今年首半年的新免遣返聲請個案有近六百宗，並於期內完成七百六十多宗個案的審核，另有近八十宗撤回或毋須跟進。港府今個財政年度，預算用於處理免遣返聲請及相關工作的開支高達十二點六三億元，較上年度的十點七九億元的修訂預算增加近兩成。市民心聲香港理工大學專業及持續教育學院講師陳偉強指，南亞勞動力對經濟幫助不大，反而其衣食住行的開支加重財政負擔。於人道立場上，不少來港的南亞人士均為經濟難民而非政治難民。他建議政府應該收緊免遣返聲請的申請資格，並倣效澳洲等地於偏遠地方設立禁閉式難民營，防止「假難民」來港做黑工，甚至參與罪案。,港聞,A12,412,22,9,1,Pro-Beijing
817,Oriental Daily News,2019-09-17,蒙古漢勸交 反被南亞漢打傷,【本報訊】南亞兵團犯罪不絕！前晚十一時許，一名持「行街紙」的廿七歲蒙古漢，途經港鐵尖沙咀站L1出口近中間道時，目睹一名南亞漢與數名人士打架，他於是上前勸交，正當他充當「和事老」打算分開雙方之際，該名南亞漢突然不問情由，以硬物打傷事主腳部，南亞漢逞兇後隨即逃去，蒙古漢無辜捱打，無奈負傷報案。南亞兵團 假難民近年犯案事件簿追緝涉案男子警員接報到場，經初步調查後，將案件暫列「傷人」，交由油尖警區刑事調查隊跟進，正追緝涉案南亞漢歸案，而遇襲的蒙古漢則被送往伊利沙伯醫院治理。,港聞,A16,235,13,9,1,Pro-Beijing
818,Headline Daily,2019-09-18,四雌雄賊劫珠寶行  掠值8萬金飾逃逸,尖沙咀河內道一間珠寶店，昨日被四名南亞裔「雌雄大盜」，佯裝闊客進入店內聲稱購買金飾，以聲東擊西手法，趁職員不察覺偷走一盤共值八十萬元金飾。職員發現失去金飾時，四疑人已逃去。警方正根據「天眼」片段，追緝竊賊。現場為河內道一間珠寶首飾店，昨晨十一時許，三男一女南亞裔人士，進入店內向職員表示欲購買金飾，要求職員拿櫥窗及飾櫃內金飾給他們揀選。職員不以為意，從櫥窗及飾櫃取出金飾供四人揀選，其間賊人以聲東擊西手法，引開店員視線，趁機偷走其中一盤金飾後離開。職員發現失去金飾時，四名賊人已逃去。警方接報到場，經由職員點算後證實被盜走的金飾共值八十萬元，案件列作盜竊，由油尖警區刑事調查隊跟進。,港聞,P38,291,18,9,1,Pro-Beijing
819,Metro Daily,2019-09-18,三南亞匪珠寶店扮客 掠百萬首飾逃去,尖沙咀河內道8A號地下一間珠寶金行，昨早上11時許，2男1女南亞裔人士扮顧客闖入店內，指着櫥窗表示要選購首飾，店員不虞有詐，從飾櫃取一盤有多款金器及首飾供三人挑選。其間，三人趁店員不為意，突然把整盤首飾搶去，並迅速奪門逃走，許姓女店員發現致電報警求助。警方接報到場，派出警員與職員到附近一帶兜截，惜未有任何發現。珠寶店負責人經點算後，證實損失一批總值約100萬港元的首飾。警方將案件列作盜竊，交由油尖警區刑事調查隊跟進，探員事後翻查店內閉路電視錄影片段，以及在店內掃取指紋調查，緝捕匪徒歸案。####尖沙咀河內道一間珠寶金行損失總值約100萬港元的首飾,新聞,P09,276,17,9,1,Neutral
820,Oriental Daily News,2019-09-18,南亞4賊扮豪客擸走值8萬金器,南亞狡賊扮豪客揀首飾，擸走值八十萬元金飾逃去！尖沙咀河內道一間珠寶金行，昨晨有四名南亞裔男女進入店內示意選購金器首飾，期間四人要求店員拿取多款飾品試戴，店員熱情款待，惟四人趁店員分神工作時，趁機擸走一盤約值八十萬元的半製成品金飾奪門而去，店員苦追不果，隨後報警求助。警員正根據「天眼」片段追緝涉案四匪，並調查失物去向，有區議員直斥修例風波仍未平息之際，涉案南亞匪行徑如同「趁火打劫」。探員（左）到涉事珠寶金行調查。（曾紹良攝）現場為尖沙咀河內道8A號地下一間珠寶金行，昨晨約十一時半，三男一女南亞裔人士，大搖大擺進入店內，表示要查看櫥窗內的金器及首飾，並要求店員詳細介紹。店員不虞有詐，以為有豪客光臨，隨即熱情招待，並落力推薦各款飾品。期間，南亞幫疑早有目標，要求店員從飾櫃取出多款金飾試戴，店員遂先後取出一盤總值約八十萬元的半製成品金飾以供四人挑選。犯案速遁  探員查天眼追緝未幾，四名「豪客」趁店員忙得不可開交之際，突然把整盤金飾擸走，並迅速奪門逃去。店員猝不及防，慌忙衝出店外追截賊人，惟四名南亞狡賊已失去蹤影，無奈致電報警求助。警方接報趕至，向職員了解事發經過，以及派員到附近一帶兜截，惜未有任何發現。警員翻查店內閉路電視錄影片段，鎖定賊人樣貌特徵，經初步調查後，把案件列作盜竊，交由油尖警區刑事調查隊跟進。油尖旺區議員關秀玲表示，案發前約半小時，她剛巧與警方的警民關係主任討論尖沙咀區治安問題，並向對方表達近日連串反修例示威，市民對於區內警力不足的擔憂，豈料隨後即發生南亞竊案。她坦言，尖沙咀區的治安狀況一向較為緊張，經常有人於區內「搞搞震」，加上現時示威衝突無日無之，狠批涉案南亞幫行徑「狼死，借機趁火打劫」。關續指，警民關係主任已向她承諾，會盡力派員兼顧示威活動及處理區內治安問題，她亦希望政府能設立禁閉式難民營，以及退出聯合國《禁止酷刑公約》，徹底解決假難民問題，讓香港回復秩序。,港聞,A18,798,14,9,1,Pro-Beijing
821,Oriental Daily News,2019-09-18,藏大麻花搖頭丸 孟籍假難民就逮,【本報訊】油尖警區特別職務隊探員，早前接獲可靠線報，指有南亞裔毒販於區內分銷毒品，經情報分析及深入調查後，於前日下午約四時，掩至長沙灣區展開打擊毒品行動。期間，警員在青山道二百六十九號對開，發現一名南亞裔男子形迹可疑，遂上前把他截停搜查，結果在其身上檢獲小量大麻花、約五點二克冰毒、約四點九克俗稱「K仔」的氯胺酮，以及約卅粒「搖頭丸」，檢獲的毒品市值約七千二百元。警方檢獲的毒品。警方經調查後，以涉嫌「販毒」拘捕該名廿九歲南亞漢，把他押返警署扣留調查。據了解，疑犯為孟加拉籍，以免遣返聲請獲發「行街紙」暫准留港，警方正在進一步追查檢獲毒品的來源及分銷渠道。,港聞,A18,278,15,9,1,Pro-Beijing
822,Sing Tao Daily,2019-09-18,四南亞賊扮闊客掠8萬元金飾,四名南亞裔「雌雄大盜」，昨假扮闊客進入尖沙嘴河內道一家珠寶店，聲稱購買金飾，要求職員取出金飾供他們揀選，疑使出「聲東擊西」手法，趁職員不覺，將一整盤共值八十萬元金飾盜走，職員在四人離去後始揭發失竊，即報警調查，警方正根據「天眼」片段，追緝四名男女竊賊。珠寶店內「聲東擊西」現場為河內道八號Ａ地下一家珠寶首飾店，昨晨十一時許，三男一女南亞裔人士，進入店內向職員表示想購買金飾，要求職員拿櫥窗及飾櫃內金飾給他們揀選。職員不虞有詐，先後開櫥窗及飾櫃取出金飾供四人揀選，其間四人使出「聲東擊西」手法，要求店員從其他飾櫃取出金飾，引開店員視綫將其中一盤金飾盜走，職員反應不及，在四賊逃去後始揭發失竊，立即致電報案。警方到場調查，經由職員點算後證實被盜走的金飾共值八十萬元，案件列作盜竊，由油尖警區刑事調查隊跟進，並翻看店內閉路電視錄影片段，追緝涉案四匪歸案。記者?徐裕民####被南亞竊賊偷走八十萬元金飾的珠寶店。,港聞,A16,402,13,9,1,Pro-Beijing
823,Oriental Daily News,2019-09-19,打擊按摩店黑工 拘假難民等16人,【本報訊】入境處針對按摩店的黑工情況，一連兩日在全港各區搜查六間按摩店，拘捕十三名黑工及三名涉嫌聘用黑工的僱主。被捕黑工全為女性，年齡介乎廿二至五十一歲，其中一人據了解是持有不允許工作、俗稱「行街紙」擔保書的越南籍「假難民」免遣返聲請人。而被捕的三名僱主亦為女性，年齡介乎卅三至四十九歲。入境處在一連兩日的行動中拘捕十三名黑工及三名懷疑聘用黑工的僱主。一連兩日搜查6店代號「捷足行動」的反非法勞工行動於本周一及周二展開，行動中，入境處特遣隊人員搜查了六間按摩店，拘捕上述合共十六人。入境處發言人警告，非法入境者或受遣送離境令、遞解離境令規限的人，不得接受有薪或無薪的僱傭工作，違者一經定罪，最高可被判罰款五萬元及監禁三年；上訴庭曾頒定以監禁十五個月為基準的判刑指引。,港聞,A13,333,16,9,1,Pro-Beijing
824,Oriental Daily News,2019-09-23,雪地鴻爪：把關不力 百毒禍港,三款消毒藥水含洋葱伯克氏菌，掀起衞生風波，日前再有三名使用人工心的病人被診斷曾感染，情況愈演愈烈，超過一百八十人中招。其中兩款消毒藥水在內地生產，另外一款更是來歷造假的「山寨版」。當局「擠牙膏」式披露詳情，源頭及涉事醫院諱莫如深，令人人自危。洋葱菌對抗生素有抗藥性，一旦入血恐出現敗血症可致命，長期病患及老弱特別高危。事件更揭發原來低濃度的消毒藥水不受法例規管，食衞局局長陳肇始後知後覺，出了事才稱會檢視現行規管是否足夠，高薪養廢官又一例證。大鼠戊肝傳染人，全世界八宗，香港獨佔七宗，拜廢官所賜，淪為「毒港」。除了病毒細菌，香港毒品日益猖獗，黑幫和勝和前坐館、泰國大毒梟「上海仔」郭永鴻早前在各地政府聯手打擊下，其販毒集團走向末路，在各地瘋狂出貨，而本港檢獲數字亦上升。外界質疑警方過去疑有高層充當保護傘，以致緝毒不力。特區政府全方位失職，香港亂象紛呈，禍胎同時爆發，出現「五毒」，包括毒禍、港獨之毒、反中亂港蘋果毒、假難民毒及政府懶政之毒，每一種都足以成為駱駝背上最後一根稻草，若果同時發作，「五毒攻心」，香港不是壽終正寢，而是死於非命。特區淪喪，很大原因是栽在自己人之手。反修訂《逃犯條例》爆發暴亂潮，內地官媒多次炮轟幕後黑手為大漢奸黎智英、李柱銘、何俊仁及陳方安生組成的「叛國亂港四人幫」以及小漢奸黃之鋒等人，在港攪局挑戰特區政府管治權威，在外則不斷赴美撥弄是非乞求干預，為他們背後的「洋大人」賣命，拿香港當刀子和談判籌碼，給中國添堵添亂。中央政府所託非人，特區管治團隊倒行逆施，縱容暴亂，包庇禍根。民生做不好，政治一塌糊塗，從洋葱菌到蘋果毒，見微知著，把關不力，百毒禍港，絕對咎由自取。評論員 香桐仁,龍門陣,A24,704,14,9,1,Pro-Beijing
825,Oriental Daily News,2019-09-24,2南亞賊潛辦館 擸錢偷洋酒,【本報訊】南亞兵團又犯案！兩名南亞賊，昨凌晨撬後門潛入深水埗一間辦館爆竊，惟遭返店打點的負責人撞破，兩賊匆匆將共值十二萬元的現金及十五支普通洋酒擸走，循後門逃去，疑「唔識貨」未有盜去店舖鎮店之酒，包括人頭馬路易十三干邑、軒尼詩杯莫停等多支較昂貴的洋酒，警方查看店內「天眼」錄影搜證後，追緝蓄短髮南亞雙賊。警員到辦館調查。（梁國雄攝）現場為北河街八十六號地下一間辦館，經營各類珍藏舊酒、洋酒、紅酒的零售和批發，同時售賣零食。昨凌晨四時許，姓許（五十八歲）男負責人回店打點，以便稍後開門營業。但當他打開鐵閘之際，驚聞店內傳出不尋常異響，心知不妙，許趕快拉起鐵閘進店察看，目擊兩名南亞漢擸店內物品從後門逃走，他追截不果。總值12萬 鎮店寶不失警員接報調查，發現後門有被撬痕迹，相信賊人從該處潛入店犯案。負責人經點算之後，證實損失七萬元現金，以及十五支價值約五萬元的洋酒。不過，存放於辦館近門口位置，售價高達二萬五千多元的人頭馬路易十三干邑、和軒尼詩杯莫停等多支鎮店名酒則幸保不失。警方將案件列作爆竊，查看店內閉路電視，追緝兩名年約卅至四十歲蓄短髮的南亞賊。南亞兵團/假難民近年犯案事件簿,港聞,A12,490,13,9,1,Pro-Beijing
826,Headline Daily,2019-09-25,搗南亞偽鈔集團拘四男女,警方偵破一個南亞裔偽鈔集團，探員前晚根據線報，掩至深水埗一個目標單位檢獲價值五十二萬元品質差劣千元面額偽鈔，行動中拘捕四名南亞裔男女，仿製手槍及利刀。被捕兩男兩女，年齡由三十九至四十八歲，涉嫌「藏有偽製紙幣」、「管有仿製槍械」及「藏有攻擊性武器」被捕；他們分別來自菲律賓、巴基斯坦及孟加拉，報稱朋友關係，當中三人持「行街紙」。警方早前接獲線報，指有南亞裔犯罪集團儲存大量偽鈔，前晚七時許，探員經蒐證及部署後，掩至通州街一個目標單位，拘捕屋內四名南亞裔男女，檢獲五百二十張面值一千元偽鈔，及檢獲兩枝仿製手槍及兩把刀。警方稱，檢獲偽鈔紙質差劣，相信是利用彩色影印機印機，相信已成功瓦解一個活躍於西九龍區偽鈔分銷中心，並成功阻截大批假鈔流入市面。####行動中檢獲多張品質差劣偽鈔。,港聞,P22,338,11,9,1,Pro-Beijing
827,Sing Tao Daily,2019-09-25,警破南亞偽鈔黨檢劣質「金牛」,警方追查一個南亞偽鈔黨，前晚掩至深水埗通州街一單位，拘捕四名南亞裔男女，檢獲五十二萬張以彩色影印製的劣質「金牛」，並搜兩支仿製手槍及兩柄利刀，相信現場為偽鈔分銷中心，暫未有假鈔流入市面，正追查印製工場及其他漏網成員。被捕三男一女（三十九至四十八歲），分別來自菲律賓、巴基斯坦及孟加拉，報稱朋友關係，當中包括一對情侶，除一人持有香港身分證，其餘三人均持「行街紙」，四人仍被扣留調查。拘四男女起利刀仿製槍警方西九龍總區刑事部高級督察梁國賢表示，警方早前接獲綫報，指有南亞裔犯罪集團貯存大量偽鈔，遂展開調查。至前晚七時許，西九龍總區刑事部及深水埗警區反三合會行動組人員，突擊搜查通州街一個目標單位，拘捕屋內四名南亞裔男女，檢獲五百二十張面值一千元，分別由渣打、中銀及滙豐銀行發行鈔票，同時搜獲一柄匕首、一柄軍刀及兩支仿製槍械，相信已瓦解一個活躍西九龍區偽鈔分銷中心，並成功阻截假鈔流入市面。不排除有黨員漏網梁國賢形容，檢獲偽鈔紙質差劣，相信是利用彩色影印機印製，由於行動中未有搜獲任何印製工具，正追查工場所在及偽鈔使用途徑，且不排除仍有其他成員漏網；至於被捕各人是否有黑社會背景，警方仍在調查，由於行動繼續進行，不排除稍後有更多人被捕。去年八月，警方在土瓜灣燕安街一單位破獲打印偽鈔工場，拘捕三名持真假「行街紙」的美國及巴基斯坦籍疑漢，檢獲一批值逾百萬元的假「金牛」及「「大牛」，相信偽鈔黨利用乘搭短程的士或到便利店購物散貨。記者蔡楚輝####■警方展示搜出的偽鈔、仿製手槍及利刀等證物。蔡楚輝攝■搜出的偽鈔相信利用彩色影印機印製。■搜出的仿製手槍及利刀。,港聞,A14,675,14,9,1,Pro-Beijing
828,Ta Kung Pao,2019-09-25,暴徒未來的兩大計劃,亂港勢力挑動的政治風波爆發以來，反對派雖然宣稱沒有「大台」，但是激進示威者每次發動的暴力衝擊，明顯有着高度配合，讓人懷疑行動的背後有人操控。另一方面，激進示威者每次行動都是有備而來，其佩戴的裝備及防具，以及事先準備的各式武器，均讓人有理由相信，幕後有人提供財政資助。日前，便有人在網上論壇爆料，介紹示威者的隱密通訊方式，他們部分的資金來源，以及激進示威者將來的行動計劃，絕對值得大家正視。據爆料人自稱其家人在東南亞經營生意，但他與家人政見不合，於是選擇留港發展。直至六月初這場政治風波爆發，跟爆料者一樣支持反對派的姑丈，在私人會所內找上了一位台灣的「幕後金主」，以及一名匿藏於金邊的香港商人，希望協助激進示威者，並把籌得來的資金，捐給反對派建立的基金及網絡眾籌。至於爆料者本人，則是利用其財經及隱藏身份的技能，保護有意捐錢支持反對派的「幕後金主」。及後，爆料人因姑丈疑遭激進示威者襲擊，旗下的上市公司亦喪失了動款權，於是決定大爆激進示威者的未來計劃。第一個計劃，便是特區政府宣布正式撤回修例後， 「幕後金主」眼見示威正在退潮，於是找來兩名激進示威者，在集會期間公開直播自焚，藉此再次激起公眾的反政府情緒。第二個計劃，則是「幕後金主」已從激進示威者當中，找來了一批「死士」，襲擊甚至殺死兩名反對派立法會議員、名嘴。襲擊過後便會製造輿論，來一招插贓嫁禍，讓不明真相的公眾，誤以為反對派議員及名嘴受襲，乃是出自建制派支持者之手。除此之外，爆料者更聲稱警方內部，有高層跟「幕後金主」勾結，並向對方提供警隊內部消息。據爆料者供述，他們正在複製警員的制服及配置，並正尋找「死士」假扮警察，在市區內暗殺平民，再在網上發動文宣攻勢，將被殺害的平民包裝為示威者，繼而把近日的自殺及死亡個案，說成是「警隊暗殺示威者」，藉此進一步挑起反對派支持者的仇警情緒。污衊建制派及警隊之後，他們便有可能準備暗殺警員。據爆料者供述， 「幕後金主」的生意夥伴已在社交平台上，建立了私人聊天室，至今已有兩百名成員，並從中挑選一些「死士」，當中包括滯留在港、正在申請難民聲請的南亞裔人士。這批「死士」將獲發全副裝備及防具，並會獲得境外軍事專家的培訓。到了騷亂爆發之時，這批「死士」便會嘗試搶槍，並把警員殺害，藉此使到警隊內部爆發恐慌，達到瓦解警隊的目的。令人感到奇怪的是，上述爆料者在網上論壇公布不久後，便立即遭到刪除。這些爆料若果只是虛構的話，以網絡論壇的一般管理情況來看，又怎會立即被人刪去呢？當然，我們不能因此而確定爆料內容的真偽，但是巧合的是，近日已有部分事件，如：反對派議員受襲、所謂的「離奇死亡」個案，以及示威者搶警槍，情節上跟爆料的內容近似。如此看來，有關當局實在應該進行調查，並且多加警惕和防範，避免上述的情況發生。時事評論員,評論,A15,1151,9,9,1,Pro-Beijing
829,Wen Wei Po,2019-09-25,檢52張「假金牛」 警拘4南亞人,"香港文匯報訊（記者 蕭景源）警方西九龍總區刑事部聯同深水埗警區反三合會行動組人員，早前接獲線報及經深入調查，前晚（23日）掩至深水埗通州街一單位搜查，成功破獲一個南亞幫偽鈔集團，檢獲多達520張面值1,000元的「金牛」偽鈔，另有兩支懷疑仿製槍械、一把軍刀和一把匕首。行動中4名涉案的南亞籍男女被捕扣查，當中3人疑為假「難民」，警方現正追查該批偽鈔來源，以及有否流出市面。被捕分別兩男兩女，年齡由39歲至48歲，分屬巴基斯坦、孟加拉及菲律賓籍，當中3人以酷刑聲請名義持「行街紙」留港，1人則持本港身份證，其中兩名被捕男女為情侶關係。4人現涉嫌「藏有偽製紙幣」、「管有仿製槍械」及「藏有攻擊性武器」被扣查。西九龍總區刑事部高級督察梁國賢表示，是次代號「雷霆19」的行動於前晚7時進行，檢獲的偽鈔總值52萬元，紙質粗劣，似由一般打印機印製。警方相信已搗破一個活躍西九龍的假鈔分銷中心，現正追查該批偽鈔的來源以及有否流出市面，同時亦會調查疑犯管有仿製槍械和利刀的動機。",香港新聞,A16,431,16,9,1,Pro-Beijing
830,Apple Daily,2019-09-28,陳浩天上庭前遭四煞圍毆,【本報訊】7.13「光復上水」反水貨客遊行，前香港民族黨召集人陳浩天涉嫌推警員的頭盔，被控襲警和非法集結罪，案件昨在粉嶺裁判法院提堂，押後至12月4日，待警方進一步調查。陳稱昨午從粉嶺港鐵站步往法院期間，遭三至四名戴帽、戴口罩和墨鏡的南亞裔男子用大電筒施襲，導致耳背近後腦和臀部受傷。被控推士沙頭盔陳無奈指，香港的情況就是「邊個拳頭大就可以生存落去」，又引述美國第三任總統Thomas Jefferson所言，「自由之樹要由愛國者和暴君的血來澆灌」；若希望香港的自由之樹得以開花結果，港人必須團結和勇敢對抗暴政，「只有眼前路，沒有身後身」。現年29歲的陳浩天，被控參與非法集結和襲警兩罪。控方透露當日遊行獲警方批出不反對通知書，惟下午4時50分左右，約有100名示威者在新運路集結並霸佔道路。及後有四名便衣警到場截查示威者，但遭約十名示威者尾隨，其間被告推了一下警署警長陳國深的頭盔並退後，四名便衣警及後遭多人襲擊。陳准以一萬元保釋，並可於9月27至30日、及10月2至3日離港。除上述兩段離港日期外，他須遵守凌晨12時至翌早6時的宵禁令。案件編號：FLCC4375/19,要聞,A06,486,11,9,1,Pro-democracy
831,Headline Daily,2019-09-28,陳浩天稱往法院途中遭襲擊,已被取締的香港民族黨，其召集人陳浩天（見圖）被控在七月中旬「光復上水」遊行後，非法集結及襲警的案件，昨於粉嶺裁判法院提訊，案件押後至十二月四日再訊，他獲准以現金一萬元保釋，並須遵守宵禁令，此外，陳透露於前往法院途中，被三至四名疑似南亞裔人士以長電筒襲擊，令他頭部同盤骨受傷，並無大礙，暫時不會考慮報警。陳浩天被控本年七月十三日，在上水新運路和智昌路交界，連同其他身份不詳人士非法集結，以及在同一場合，襲擊一名警署警長。控方表示，當日四名便衣警員截查兩名男子後，被告涉嫌與十名示威者尾隨便衣警員，期間被告從後推警署警長頭盔，其他人上前襲擊該四名警員，歷時二十分鐘。裁判官批准被告以現金一萬元保釋，除在兩段指定日子可以離境外，其他日子須每晚午夜遵守宵禁令，並須每周到警署報到一次。陳浩天出堂後透露，他在粉嶺站步行往粉嶺裁判法院途中，被三至四名戴口罩、帽及太陽眼鏡，疑似南亞籍人士以長電筒襲擊，以致耳背及盤骨位置受傷。他指事發時有一名相信是「做指揮」的中年男子踢他，之後數名施襲者落荒逃跑。另外，港大學生會前會長孫曉嵐昨在社交平台上表示，她被警方正式落案起訴，罪名是「進入或逗留在會議廳範圍」，於下周一下午於東區法院提堂。,港聞,P10,508,12,9,1,Pro-Beijing
832,Ming Pao Daily News,2019-09-28,陳浩天非法集結提堂 赴法院途中遇襲,警方於8月30日展開大型拘捕行動，以不同原因拘捕香港民族黨前召集人陳浩天、香港眾志黃之鋒和周庭等人。其中陳浩天被控於7月光復上水行動當日非法集結和襲警，昨在粉嶺裁判法院提堂，陳浩天暫毋須答辯，案件押後至12月4日再訊。於同日被捕的港大學生會前會長孫曉嵐及黃姓城大學生會編委攝影記者亦被起訴，將於下周一提堂。已被取締的香港民族黨召集人陳浩天被控一項參與非法集結和一項襲警罪，兩項控罪指他於光復上水行動當日、即本年7月13日在上水新運路及智昌路交界，連同其他身分不詳的人非法集結，並襲擊警署警長陳國深。據悉，當日下午4時50分獲批不反對通知書的遊行完畢，約100人在新運路聚集，4名便衣警員截查兩男子時，被至少10人包括陳浩天尾隨，陳從後推涉事警員頭盔一下，警員向後望認出陳。陳浩天退後，其他人上前攻擊該4名警員約20分鐘。涉事警員事後有獲取醫療報告。辯方庭上透露，陳浩天昨晚至30日，以及10月2日至3日將離港演講，申請數日批准離港。裁判官批准陳浩天以1萬元現金保釋，除以上離港日子外，其餘日子須守宵禁令 。稱4南亞人長電筒襲擊指附近有警巡邏 質疑報案無用陳浩天散庭後向傳媒表示，由粉嶺火車站前往法院期間，被3至4名戴帽、口罩和墨鏡的南亞裔人以長電筒襲擊，陳將他們推開並跑走，散庭後耳背及盆骨仍感痛楚。被問到會否報案，他說附近有警察和警車巡邏，但仍被襲擊，反問「（ 報案）又如何呢？ 」並說現時「處於自救狀態」。陳浩天說，抗爭難免被捕，但不會逃避，反會繼續抗爭。孫曉嵐城大編委攝記控進入會議廳同在8月30日被捕的港大學生前會長孫曉嵐昨日於facebook表示，她昨日在警署報到時，就7月1日進入立法會，警方正式落案起訴她「進入或逗留在會議廳範圍」，將於下周一下午2時在東區法院提堂。除此之外，早前遭警方拘捕的黃姓城大學生會編委攝影記者，亦於昨日返回警署報到時，同樣接通知被正式起訴，被控各一項刑事毁壞及進入或逗留在會議廳範圍罪，下周一下午於東區裁判法院提堂。【案件編號：FLCC4375/19】於8月30日被捕的港大學生會前會長孫曉嵐昨於facebook表示，她昨日到警署報到時，警方正式落案起訴她「進入或逗留在會議廳範圍」。 （孫曉嵐facebook）####陳浩天昨到庭應訊後，他稱前往法院途中被攻擊，當時附近有警員和警車巡邏，他說現時需「自救」，不會報警求助。 (曾憲宗攝),反修例風暴,A05,989,17,9,1,Neutral
833,Oriental Daily News,2019-09-28,陳浩天稱遭南亞人扑頭,【本報訊】遭政府引用《社團條例》取締的香港民族黨，其召集人陳浩天在七月「光復上水」遊行後，因涉嫌參與非法集結和襲警而被控告，案件昨在粉嶺法院提訊。陳暫時毋須答辯，並續准保釋，案件押後至十二月四日，以待警方調查。陳在庭外透露，他昨午從港鐵粉嶺站步行往粉嶺法院時，遭三至四名疑似南亞裔人士用電筒襲擊，他的頭部和腰間感痛楚，但沒有大礙，他不打算就遇襲事件報警，覺得香港人需要自救。陳浩天聲稱昨午步行前往法院應訊時遭疑似南亞人襲擊後腦（小圖）。控罪指，被告陳浩天（廿九歲）於今年七月十三日，在香港新界上水新運路及智昌路交界，連同其他身份不詳的人非法集結在一起，作出擾亂秩序的行為，並在上址襲擊警署警長陳國深。涉非法集結及襲警  准出境控方透露，當日遊行後，四名便衣警員截查市民，被告突從後推了警員的頭盔一下，然後退開，其後有人繼續向警員施襲。控方指稱，過去三個月有多宗大型公眾秩序事件延續至凌晨，故控方雖不反對被告保釋，但要求法庭下令他守宵禁令和不可離港。辯方表示，被告是專欄作家，沒有證據顯示他曾參與其他示威活動，故毋須頒下宵禁令。此外，他將於稍後時間兩度到外地出席活動，希望法庭批准他在保釋期間離港，而他是知名人士，若他潛逃致聲譽受損所造成的代價，將比留港面對法律程序更嚴重。裁判官最終下令被告須遵守宵禁令，但准他在保釋期間離港。案件編號：FLCC 4375/2019,港聞,A06,582,10,9,1,Pro-Beijing
834,Sing Pao,2019-09-28,陳浩天被控非法集結襲警,"【本報法庭組報道】已被取締的香港民族黨召集人陳浩天，涉於7 月13日「光復上水」遊行活動中，與約百名人士佔領馬路，和推撞便衣警員的頭盔，被控各一項參與非法集結罪和襲警罪。案件昨日在粉嶺法院提訊。陳毋須答辯，控方申請押後，以待進一步調查。裁判官將案押後至12月4日再訊。陳聲稱往法庭應訊期間被南亞人士襲擊，但他不會報警。涉尾隨四名便衣警報稱無業的陳浩天（29歲）被控於本年7月13日在上水新運路和智昌路交界，連同其他身分不詳人士非法集結在一起。他亦涉嫌在同一場合襲擊警署警長陳國深。控方庭上稱，7月13日的「光復上水」遊行活動應在當日下午4時50分左右完結，但仍有過百名示威者於約下午5時30分，堵塞上水新運路。被告涉與10名示威者尾隨四名便衣警察，並發生衝突，被告涉推撞事主頭盔一下。其餘人士隨即蜂擁而上，涉嫌襲擊該四名警員達20分鐘。裁判官將案押後至12月4日再訊，陳獲准以現金10,000元保釋候訊，遵守凌晨12時至早上6時須守宵禁令，每星期到警署報到一次。辯方向法庭申請被告於9月27日至30日，及10月2日至3日已訂好行程，要求離境，獲裁判官批准。裁判官更稱，法庭不會頒下禁止離境令。陳在庭外稱，下午2時15分，他於粉嶺站步行往粉嶺裁判法院途中，被數名戴口罩、帽及太陽眼鏡，懷疑是南亞籍的人士以長電筒襲擊，他以背囊圖推開，期間被人扯領呔，最後他逃脫。他說，頭部及盤骨位置被打中受傷，感到痛楚但無大礙。他指出，事發時有一名相信是「做指揮」的中年男子踢他，之後數名暴徒落荒逃跑。陳坦言擔心人身安全，但暫時不會考慮報警。陳浩天稱，為了自由和生存空間，港人需要繼續團結抗爭，他將會離境前往台灣出席兩個演講。####陳浩天昨到粉嶺法院應訊。",港聞,A04,719,11,9,1,Pro-Beijing
